frame_no,person_id,confidence,x1,y1,x2,y2
434,2,0.8,598,305,630,413
435,1,0.83,678,400,724,540
435,2,0.76,600,307,631,414
436,1,0.79,676,403,725,537
436,2,0.77,601,311,631,416
437,1,0.76,673,405,725,536
437,2,0.78,601,315,632,416
438,1,0.78,671,405,728,536
438,2,0.78,601,317,634,419
439,1,0.8,671,403,729,541
439,2,0.81,601,317,634,414
440,1,0.8,670,401,727,540
440,2,0.83,602,317,635,412
441,1,0.84,670,402,724,534
441,2,0.82,602,319,635,413
442,1,0.8,670,403,723,529
442,2,0.81,605,321,636,412
443,1,0.83,669,404,719,536
443,2,0.81,606,322,638,416
444,1,0.77,667,404,717,535
444,2,0.81,607,321,639,418
445,1,0.81,667,401,713,537
445,2,0.8,606,318,638,422
446,1,0.82,665,399,709,538
446,2,0.77,606,319,639,421
447,1,0.81,663,399,708,539
447,2,0.74,606,320,641,417
448,1,0.78,660,400,707,528
448,2,0.77,606,322,641,411
449,1,0.81,658,403,708,525
449,2,0.78,605,322,640,412
450,1,0.75,656,402,710,521
450,2,0.8,603,321,639,415
451,1,0.83,655,398,711,524
451,2,0.81,602,319,636,418
452,1,0.82,655,396,711,529
452,2,0.8,601,318,636,417
453,1,0.81,655,394,711,535
453,2,0.79,603,320,636,412
454,1,0.82,654,395,710,534
454,2,0.79,604,321,637,406
455,1,0.83,655,398,712,524
455,2,0.8,605,320,637,408
456,1,0.81,654,400,710,527
456,2,0.8,605,319,635,410
457,1,0.82,655,400,708,534
457,2,0.79,605,316,635,414
458,1,0.81,654,400,707,536
458,2,0.8,604,316,634,415
459,1,0.81,653,399,705,540
459,2,0.8,603,318,634,412
460,1,0.81,654,401,705,540
460,2,0.79,602,319,634,410
461,1,0.83,653,404,704,536
461,2,0.8,601,319,634,414
462,1,0.85,654,406,703,537
462,2,0.8,601,317,633,417
463,1,0.84,655,405,705,541
463,2,0.78,600,317,634,419
464,1,0.81,654,402,705,536
464,2,0.75,599,318,633,415
465,1,0.8,656,401,707,537
465,2,0.75,602,320,634,410
466,1,0.79,659,402,709,540
466,2,0.75,603,321,635,415
467,1,0.78,661,405,715,534
467,2,0.81,605,319,636,417
468,1,0.71,663,408,720,532
468,2,0.75,606,318,638,420
469,1,0.8,665,411,715,535
469,2,0.75,607,318,642,419
470,1,0.82,666,410,714,541
470,2,0.77,607,318,644,414
471,1,0.79,666,409,714,538
471,2,0.75,609,320,643,411
472,1,0.79,666,410,712,536
472,2,0.78,611,320,644,415
473,1,0.74,664,410,713,531
473,2,0.81,612,319,645,418
474,1,0.8,664,410,712,530
474,2,0.78,614,318,646,423
475,1,0.84,664,410,713,537
475,2,0.81,616,318,649,424
476,1,0.8,664,406,712,541
476,2,0.78,618,320,651,422
477,1,0.73,663,405,713,523
477,2,0.81,620,322,653,414
478,1,0.77,664,407,714,523
478,2,0.78,622,322,655,416
479,1,0.8,665,407,714,525
479,2,0.76,624,321,657,415
480,1,0.77,665,407,712,529
480,2,0.77,625,320,659,412
481,1,0.82,665,406,708,534
481,2,0.79,627,321,661,412
482,1,0.72,661,403,706,523
482,2,0.76,627,323,662,418
483,1,0.79,659,402,704,524
483,2,0.78,626,326,662,421
484,1,0.8,656,403,702,529
484,2,0.75,627,328,662,422
485,1,0.71,654,405,700,529
485,2,0.77,629,328,663,420
486,1,0.78,652,404,699,523
486,2,0.79,632,327,664,423
487,1,0.8,651,402,700,531
487,2,0.81,634,328,666,425
488,1,0.83,648,400,699,537
488,2,0.81,634,330,668,427
489,1,0.83,648,398,698,532
489,2,0.82,634,334,671,428
490,1,0.8,647,400,697,523
490,2,0.77,636,335,673,429
491,1,0.81,646,401,697,519
491,2,0.78,641,335,676,429
492,1,0.85,646,402,693,521
492,2,0.79,646,332,678,418
493,1,0.87,645,399,690,520
493,2,0.72,650,331,682,409
494,1,0.82,644,397,690,524
494,2,0.66,651,333,684,397
495,1,0.84,641,396,689,526
495,2,0.81,651,336,686,409
496,1,0.81,638,394,687,521
496,2,0.8,652,338,687,415
497,1,0.81,636,395,683,521
497,2,0.78,657,339,689,419
498,1,0.85,633,395,680,519
498,2,0.76,661,339,692,422
499,1,0.84,631,393,679,520
499,2,0.75,665,340,695,422
500,1,0.83,627,390,679,521
500,2,0.68,669,342,699,418
501,1,0.84,627,388,677,520
501,2,0.72,672,343,704,417
502,1,0.84,627,387,676,511
502,2,0.8,674,343,707,417
503,1,0.84,626,387,674,505
503,2,0.84,675,341,710,417
504,1,0.84,624,386,672,502
504,2,0.84,676,340,712,419
505,1,0.85,622,383,670,493
505,2,0.81,677,340,714,420
506,1,0.84,619,380,667,500
506,2,0.81,678,342,717,422
507,1,0.84,617,377,667,505
507,2,0.81,683,343,719,422
508,1,0.83,613,377,665,496
508,2,0.8,687,342,719,422
509,1,0.85,609,378,659,493
509,2,0.72,690,341,721,416
510,1,0.82,605,377,654,491
510,2,0.78,693,341,724,414
511,1,0.83,599,375,649,491
511,2,0.76,696,342,727,407
512,1,0.84,598,372,644,494
512,2,0.8,698,342,729,397
513,1,0.82,597,369,640,492
513,2,0.7,696,340,731,404
514,1,0.83,594,368,638,490
514,2,0.8,694,337,732,406
515,1,0.87,592,368,636,484
515,2,0.82,693,334,732,411
516,1,0.84,590,368,633,483
516,2,0.83,691,334,731,412
517,1,0.85,587,364,630,481
517,2,0.79,690,335,728,412
518,1,0.86,585,361,628,482
518,2,0.81,691,335,726,414
519,1,0.82,582,360,625,479
519,2,0.8,693,335,725,415
520,1,0.85,579,359,622,472
520,2,0.77,691,333,726,416
521,1,0.83,576,360,622,469
521,2,0.66,687,332,727,418
522,1,0.85,574,360,620,470
522,2,0.57,693,334,728,417
523,1,0.82,572,360,615,470
523,2,0.45,691,335,729,420
524,1,0.8,573,358,613,467
524,2,0.78,698,336,731,419
525,1,0.78,573,357,611,465
525,2,0.79,700,336,733,414
526,1,0.75,573,357,611,462
526,2,0.77,700,336,735,417
527,1,0.67,574,358,612,459
527,2,0.79,701,337,735,412
528,1,0.77,576,361,612,447
528,2,0.78,702,338,736,405
529,1,0.82,577,363,614,454
529,2,0.75,707,340,737,403
530,1,0.79,577,362,619,460
530,2,0.7,709,339,740,405
531,1,0.77,577,361,622,460
531,2,0.76,711,339,741,406
532,1,0.79,577,359,622,459
532,2,0.7,712,340,742,406
533,1,0.82,576,358,620,463
533,2,0.79,712,340,744,401
534,1,0.81,575,358,616,464
534,2,0.75,712,340,746,399
535,1,0.84,574,359,618,468
535,2,0.77,710,339,744,397
536,1,0.82,575,358,616,470
536,2,0.61,708,338,743,395
537,1,0.77,575,356,614,462
537,2,0.66,705,338,742,404
538,1,0.79,576,356,612,454
538,2,0.63,705,339,745,408
539,1,0.79,577,356,612,446
539,2,0.8,707,338,745,414
540,1,0.79,576,358,611,441
540,2,0.75,709,337,743,414
541,1,0.78,575,359,609,438
541,2,0.75,707,336,739,414
542,1,0.82,573,357,610,437
542,2,0.73,708,336,736,414
543,1,0.82,571,354,612,436
543,2,0.73,709,336,736,410
544,1,0.84,568,352,613,433
544,2,0.73,708,336,738,416
545,1,0.84,564,351,611,433
545,2,0.77,706,335,738,416
546,1,0.82,561,350,609,435
546,2,0.77,704,334,738,412
547,1,0.81,560,349,601,438
547,2,0.77,701,333,736,399
548,1,0.84,558,347,595,437
548,2,0.8,698,332,735,392
549,1,0.77,557,345,592,440
549,2,0.82,696,332,734,402
550,1,0.8,555,343,591,443
550,2,0.75,693,334,733,407
551,1,0.81,554,343,589,446
551,2,0.76,693,336,730,410
552,1,0.81,553,344,586,445
552,2,0.72,695,335,727,399
553,1,0.63,552,345,585,428
553,2,0.7,695,334,727,393
554,1,0.81,551,344,584,439
554,2,0.7,697,333,727,391
555,1,0.55,549,343,587,441
555,2,0.65,697,333,727,392
556,1,0.84,550,341,591,440
556,2,0.73,696,332,727,391
557,1,0.79,550,340,590,436
557,2,0.77,696,332,729,389
558,1,0.8,550,340,590,439
558,2,0.75,695,331,728,400
559,1,0.83,551,341,590,444
559,2,0.83,690,329,727,393
560,1,0.84,552,340,591,446
560,2,0.84,687,327,726,388
561,1,0.75,552,339,592,444
561,2,0.83,682,327,726,387
562,1,0.56,553,338,592,442
562,2,0.83,678,328,723,386
563,1,0.69,556,338,592,431
563,2,0.79,674,329,719,399
564,1,0.73,558,341,593,429
564,2,0.67,675,329,713,399
565,1,0.86,560,344,593,427
565,2,0.7,676,328,709,394
566,1,0.87,561,346,595,427
566,2,0.66,677,327,707,388
567,1,0.84,561,346,597,436
567,2,0.48,678,326,705,394
568,1,0.84,562,346,598,440
568,2,0.62,678,326,704,387
569,1,0.83,563,346,601,444
569,2,0.82,678,326,703,384
570,1,0.74,565,345,605,443
570,2,0.8,677,326,704,383
571,1,0.74,566,344,606,445
571,2,0.81,674,324,703,381
572,1,0.73,567,343,609,446
572,2,0.81,672,322,702,378
573,1,0.69,569,342,611,444
573,2,0.78,669,320,702,378
574,1,0.71,572,343,610,443
574,2,0.76,665,320,703,388
575,1,0.77,575,345,610,430
575,2,0.78,662,320,702,385
576,1,0.72,577,346,610,424
576,2,0.73,659,320,701,391
577,1,0.8,578,346,615,434
577,2,0.75,656,320,701,398
578,1,0.78,579,345,619,431
578,2,0.76,656,319,700,402
579,1,0.81,581,344,619,433
579,2,0.82,662,318,699,404
580,1,0.77,581,345,621,431
580,2,0.79,664,318,699,405
581,1,0.73,583,346,624,432
581,2,0.79,663,318,699,407
582,1,0.78,584,347,627,428
582,2,0.75,663,320,699,405
583,1,0.8,586,347,628,421
583,2,0.76,664,321,702,403
584,1,0.83,588,346,630,440
584,2,0.74,665,321,703,404
585,1,0.78,590,345,632,443
585,2,0.79,667,321,704,404
586,1,0.66,592,345,633,428
586,2,0.82,666,320,703,405
587,1,0.64,592,345,632,439
587,2,0.79,665,320,702,404
588,1,0.82,594,346,634,444
588,2,0.78,664,319,702,403
589,1,0.83,595,347,639,444
589,2,0.78,662,319,701,402
590,1,0.81,595,346,643,447
590,2,0.77,660,320,700,402
591,1,0.78,594,345,647,445
591,2,0.79,660,321,699,402
592,1,0.7,593,345,645,445
592,2,0.81,661,321,698,402
593,1,0.73,592,344,641,444
593,2,0.78,663,321,697,402
594,1,0.82,590,345,637,442
594,2,0.79,664,319,695,404
595,1,0.85,588,346,633,442
595,2,0.79,664,319,694,405
596,1,0.84,587,346,628,448
596,2,0.75,664,319,694,405
597,1,0.78,587,346,625,429
597,2,0.68,665,319,695,407
598,1,0.83,588,346,624,442
598,2,0.64,666,322,697,408
599,1,0.85,588,347,624,449
599,2,0.66,666,323,697,407
600,1,0.84,588,349,625,454
600,2,0.57,667,325,698,389
601,1,0.82,589,351,627,453
601,2,0.82,666,324,699,404
602,1,0.76,589,351,628,438
602,2,0.8,664,323,699,407
603,1,0.83,589,349,629,448
603,2,0.74,663,321,700,406
604,1,0.82,588,350,629,447
604,2,0.63,661,321,699,405
605,1,0.68,588,351,629,435
605,2,0.79,659,322,698,405
606,1,0.81,589,351,628,445
606,2,0.79,659,323,696,407
607,1,0.76,590,351,627,447
607,2,0.81,660,324,694,408
608,1,0.57,590,351,629,448
608,2,0.79,660,324,694,409
609,1,0.46,594,351,628,432
609,2,0.8,661,325,695,411
610,1,0.74,596,352,630,447
610,2,0.73,662,325,696,411
611,1,0.79,598,352,630,447
611,2,0.68,663,324,697,412
612,1,0.81,598,351,631,454
612,2,0.79,662,322,698,389
613,1,0.79,598,351,632,453
613,2,0.51,661,320,697,378
614,1,0.79,597,350,633,448
614,2,0.7,661,320,696,384
615,1,0.81,595,349,637,452
615,2,0.7,659,319,695,388
616,1,0.8,594,349,637,454
616,2,0.62,659,319,695,382
617,1,0.78,592,350,636,455
617,2,0.46,660,319,694,375
618,1,0.84,590,351,635,455
618,2,0.53,663,321,696,387
619,1,0.83,590,351,632,454
619,2,0.67,666,322,697,381
620,1,0.82,591,351,631,455
620,2,0.63,668,322,699,395
621,1,0.79,592,351,631,456
621,2,0.64,667,322,700,400
622,1,0.79,595,350,632,454
622,2,0.58,667,322,701,391
623,1,0.82,596,351,633,449
623,2,0.54,664,321,700,395
624,1,0.84,598,352,635,444
624,2,0.7,664,322,699,398
625,1,0.84,599,352,636,445
625,2,0.7,663,322,698,402
626,1,0.82,597,350,639,445
626,2,0.7,664,321,697,405
627,1,0.82,597,348,639,446
627,2,0.76,664,319,698,406
628,1,0.83,597,347,638,446
628,2,0.75,665,318,697,406
629,1,0.84,595,345,637,450
629,2,0.56,666,317,698,409
630,1,0.83,593,345,635,450
630,2,0.75,667,318,699,412
631,1,0.83,592,345,633,449
631,2,0.77,669,319,700,411
632,1,0.83,591,345,631,447
632,2,0.77,670,318,700,409
633,1,0.83,590,346,630,449
633,2,0.78,668,316,700,412
634,1,0.83,590,345,629,450
634,2,0.78,667,315,700,413
635,1,0.81,590,346,628,448
635,2,0.74,666,315,700,408
636,1,0.82,589,347,628,443
636,2,0.78,664,316,698,402
637,1,0.82,589,349,628,441
637,2,0.77,665,315,696,401
638,1,0.83,588,348,627,445
638,2,0.77,665,313,695,402
639,1,0.83,587,347,626,448
639,2,0.76,665,311,695,403
640,1,0.83,585,345,625,449
640,2,0.71,664,310,696,407
641,1,0.8,579,344,624,453
641,2,0.69,665,310,696,399
642,1,0.81,578,344,621,450
642,2,0.67,664,312,699,395
643,1,0.81,576,344,618,450
643,2,0.7,665,313,699,398
644,1,0.82,576,344,614,448
644,2,0.71,665,312,699,400
645,1,0.82,573,344,612,449
645,2,0.72,664,311,697,397
646,1,0.81,573,344,611,449
646,2,0.71,662,312,695,396
647,1,0.83,572,346,611,450
647,2,0.78,661,312,692,400
648,1,0.49,573,349,612,433
648,2,0.76,659,311,691,397
649,1,0.81,573,351,613,445
649,2,0.77,657,311,690,397
650,1,0.7,573,351,613,452
650,2,0.64,655,310,689,397
651,1,0.48,573,352,612,438
651,2,0.66,656,311,688,395
652,1,0.56,574,354,611,433
652,2,0.78,657,311,690,397
653,1,0.75,574,356,612,434
653,2,0.8,658,312,690,397
654,1,0.69,575,357,613,437
654,2,0.79,657,312,688,401
655,1,0.74,576,360,621,452
655,2,0.8,655,312,686,401
656,1,0.72,581,362,621,458
656,2,0.83,652,312,685,403
657,1,0.7,584,367,622,448
657,2,0.78,649,313,683,410
658,1,0.78,586,369,625,463
658,2,0.78,647,313,681,412
659,1,0.74,586,369,629,471
659,2,0.78,646,313,679,412
660,1,0.73,586,369,635,476
660,2,0.79,644,313,678,408
661,1,0.63,587,370,637,479
661,2,0.8,644,315,677,405
662,1,0.77,587,371,635,475
662,2,0.81,644,316,676,399
663,1,0.75,587,373,632,457
663,2,0.78,644,316,675,399
664,1,0.75,587,374,630,466
664,2,0.77,642,316,674,401
665,1,0.7,589,373,630,470
665,2,0.8,640,316,672,403
666,1,0.75,595,372,633,479
666,2,0.82,637,317,669,404
667,1,0.77,599,374,637,483
667,2,0.84,635,318,667,402
668,1,0.78,601,376,641,487
668,2,0.75,634,319,666,407
669,1,0.79,604,377,647,488
669,2,0.75,634,320,666,408
670,1,0.77,606,378,648,489
670,2,0.79,633,320,666,408
671,1,0.78,607,379,649,490
671,2,0.77,633,322,666,407
672,1,0.8,608,381,649,485
672,2,0.77,633,323,665,405
673,1,0.79,610,382,649,485
673,2,0.78,632,323,663,407
674,1,0.77,612,382,651,488
674,2,0.76,629,323,663,408
675,1,0.77,612,379,653,490
675,2,0.72,627,324,662,405
676,1,0.74,615,377,657,486
676,2,0.68,625,327,660,406
677,1,0.75,618,380,666,479
677,2,0.73,624,328,655,395
678,1,0.72,620,382,673,476
678,2,0.64,623,329,653,390
679,1,0.78,622,382,677,483
679,2,0.5,622,330,651,404
680,1,0.81,625,380,676,488
680,2,0.5,621,331,650,399
681,1,0.81,628,379,676,484
681,2,0.7,620,331,648,399
682,1,0.82,631,380,677,481
682,2,0.71,618,330,645,402
683,1,0.78,632,380,677,480
683,2,0.66,614,329,644,408
684,1,0.8,634,379,680,480
684,2,0.71,613,329,643,412
685,1,0.8,636,377,682,483
685,2,0.7,612,330,642,415
686,1,0.79,638,377,686,481
686,2,0.71,611,331,639,411
687,1,0.81,640,377,688,479
687,2,0.65,609,330,636,408
688,1,0.8,644,378,692,478
688,2,0.73,607,328,635,408
689,1,0.82,647,379,695,478
689,2,0.74,607,329,635,410
690,1,0.8,648,379,694,480
690,2,0.57,606,329,634,405
691,1,0.81,649,378,694,478
691,2,0.63,605,331,634,397
692,1,0.82,649,377,694,476
692,2,0.72,603,331,631,402
693,1,0.82,649,377,694,479
693,2,0.71,601,332,629,404
694,1,0.84,649,379,694,484
694,2,0.71,600,333,626,407
695,1,0.81,649,378,696,485
695,2,0.61,598,334,627,408
696,1,0.78,649,378,699,484
696,2,0.47,596,336,623,409
697,1,0.56,649,379,701,485
697,2,0.67,596,337,619,397
698,1,0.75,651,381,702,482
698,2,0.71,594,338,618,394
699,1,0.67,652,383,703,464
699,2,0.75,591,338,617,403
700,1,0.81,655,385,701,476
700,2,0.76,588,338,617,407
701,1,0.64,656,384,702,484
701,2,0.71,586,340,616,411
702,1,0.76,657,384,703,488
702,2,0.71,583,341,612,412
703,1,0.82,659,385,704,485
703,2,0.63,581,342,611,413
704,1,0.82,661,385,704,483
704,2,0.69,578,342,610,415
705,1,0.75,664,385,707,481
705,2,0.65,576,342,617,420
706,1,0.79,666,385,711,482
707,1,0.79,669,386,714,483
708,1,0.81,671,388,720,481
709,1,0.81,675,389,723,482
709,2,0.67,562,347,597,420
710,1,0.8,679,389,724,482
710,2,0.79,559,347,589,419
711,1,0.82,682,387,724,484
711,2,0.78,556,346,587,420
712,1,0.82,686,386,725,485
712,2,0.77,551,344,587,420
713,1,0.79,686,385,727,484
713,2,0.5,549,340,586,418
714,1,0.79,689,384,728,474
714,2,0.69,546,340,582,401
715,1,0.61,690,383,731,460
715,2,0.66,545,341,580,395
716,1,0.64,694,382,735,454
716,2,0.66,544,339,571,389
717,1,0.81,696,379,739,449
718,1,0.78,700,375,745,446
718,2,0.73,538,334,562,383
719,1,0.74,703,375,750,458
719,2,0.5,536,332,560,381
720,1,0.77,706,373,753,466
721,1,0.69,710,372,753,463
721,2,0.69,531,332,555,391
722,1,0.79,713,367,753,441
722,2,0.78,529,331,555,393
723,1,0.5,718,365,754,433
723,2,0.76,527,329,557,395
724,1,0.53,718,363,760,452
724,2,0.69,526,325,557,378
725,1,0.65,721,362,762,455
725,2,0.82,523,321,556,369
726,1,0.58,722,361,760,438
726,2,0.76,522,320,557,363
727,1,0.6,722,361,761,439
727,2,0.78,521,319,558,366
728,1,0.75,722,360,763,446
728,2,0.78,524,317,555,365
729,1,0.7,723,358,766,435
729,2,0.8,526,314,553,372
730,1,0.62,725,355,769,429
730,2,0.77,525,311,554,375
731,1,0.72,726,353,771,428
731,2,0.75,525,307,558,378
732,1,0.71,728,355,772,438
732,2,0.75,526,306,562,377
733,1,0.8,728,355,772,440
733,2,0.75,526,308,562,373
734,1,0.8,729,357,771,444
734,2,0.61,527,306,562,372
735,1,0.79,730,357,771,447
735,2,0.5,527,305,558,372
736,1,0.75,729,358,776,452
736,2,0.43,528,305,557,371
737,1,0.44,729,361,775,447
737,2,0.5,529,304,558,358
738,1,0.69,729,365,774,445
738,2,0.64,531,305,561,355
739,1,0.69,729,367,771,448
739,2,0.48,533,307,563,357
740,1,0.72,728,367,772,454
740,2,0.41,534,309,562,359
741,1,0.77,729,367,773,458
741,2,0.67,534,307,564,372
742,1,0.64,731,367,777,462
742,2,0.73,535,305,566,378
743,1,0.64,729,368,778,467
743,2,0.4,535,305,567,379
744,1,0.62,728,372,776,464
744,2,0.41,537,306,568,378
745,1,0.77,727,374,771,463
745,2,0.72,538,309,572,381
746,1,0.8,727,376,768,464
746,2,0.74,536,309,568,377
747,1,0.78,727,375,768,465
747,2,0.79,536,308,568,380
748,1,0.6,727,375,766,450
748,2,0.75,537,306,569,381
749,1,0.72,721,379,768,464
749,2,0.74,538,306,571,382
750,1,0.75,721,382,770,470
750,2,0.74,541,309,570,380
751,1,0.69,723,384,771,477
751,2,0.79,544,311,570,382
752,1,0.74,722,384,772,482
752,2,0.78,545,310,570,385
753,1,0.71,721,385,771,484
753,2,0.74,547,308,573,387
754,1,0.86,720,386,769,468
754,2,0.65,547,306,575,387
755,1,0.78,718,388,764,470
755,2,0.55,548,305,576,387
756,1,0.7,714,389,760,470
756,2,0.61,548,307,577,384
757,1,0.82,717,387,757,475
757,2,0.77,548,309,578,385
758,1,0.75,718,386,757,481
758,2,0.76,550,310,578,384
759,1,0.65,718,386,757,479
759,2,0.73,551,310,581,386
760,1,0.65,719,388,755,468
760,2,0.45,554,306,583,384
761,1,0.66,716,390,753,464
761,2,0.73,556,305,585,387
762,1,0.58,716,388,753,464
762,2,0.65,558,307,587,386
763,1,0.68,712,388,754,473
763,2,0.72,560,305,591,382
764,1,0.74,716,388,754,464
764,2,0.79,563,305,593,379
765,1,0.77,714,390,754,462
765,2,0.8,566,304,595,379
766,1,0.78,713,390,749,468
766,2,0.79,568,301,599,379
767,1,0.78,709,389,746,476
767,2,0.75,571,300,602,381
768,1,0.75,708,390,746,482
768,2,0.76,573,301,607,383
769,1,0.69,701,389,742,478
769,2,0.72,577,302,612,386
770,1,0.71,701,390,739,476
770,2,0.74,580,301,614,386
771,1,0.75,699,392,738,475
771,2,0.78,582,300,616,385
772,1,0.77,695,392,736,481
772,2,0.8,585,300,619,385
773,1,0.78,693,389,735,483
773,2,0.78,587,300,623,387
774,1,0.71,690,387,735,485
774,2,0.78,589,300,626,390
775,1,0.76,687,387,731,481
775,2,0.75,590,301,629,393
776,1,0.79,685,387,729,479
776,2,0.72,594,302,632,393
777,1,0.76,681,390,722,477
777,2,0.76,599,302,632,389
778,1,0.83,678,387,716,484
778,2,0.73,601,301,632,385
779,1,0.79,677,385,712,485
779,2,0.76,602,301,633,385
780,1,0.73,673,382,710,487
780,2,0.75,604,300,635,384
781,1,0.79,670,383,706,476
781,2,0.68,605,300,637,376
782,1,0.53,671,385,702,458
782,2,0.7,605,300,639,377
783,1,0.71,668,387,703,468
783,2,0.76,607,300,639,377
784,1,0.64,662,385,702,471
784,2,0.76,607,299,639,382
785,1,0.72,660,385,701,471
785,2,0.75,608,299,639,381
786,1,0.78,659,385,700,474
786,2,0.77,607,298,640,382
787,1,0.73,657,384,699,474
787,2,0.75,607,294,641,384
788,1,0.77,654,382,695,474
788,2,0.73,607,290,642,381
789,1,0.82,652,381,690,477
789,2,0.76,608,289,641,375
790,1,0.81,651,378,687,481
790,2,0.78,611,288,642,375
791,1,0.75,649,377,686,480
791,2,0.8,612,288,643,374
792,1,0.78,648,376,684,478
792,2,0.81,613,288,644,376
793,1,0.77,645,377,684,475
793,2,0.78,614,286,646,377
794,1,0.77,643,379,683,473
794,2,0.8,615,285,647,374
795,1,0.76,642,378,682,472
795,2,0.8,616,286,647,367
796,1,0.81,639,376,682,474
796,2,0.8,618,286,648,364
797,1,0.79,639,374,682,479
797,2,0.79,619,285,649,364
798,1,0.73,640,374,682,482
798,2,0.75,621,283,650,367
799,1,0.62,642,375,682,477
799,2,0.75,623,282,653,366
800,1,0.76,642,377,682,471
800,2,0.74,625,282,655,368
801,1,0.81,643,378,681,473
801,2,0.79,627,284,658,364
802,1,0.81,643,379,680,477
802,2,0.8,630,285,661,363
803,1,0.77,642,379,679,478
803,2,0.78,632,284,663,365
804,1,0.75,642,379,678,470
804,2,0.74,635,282,665,371
805,1,0.79,640,381,677,471
805,2,0.7,636,281,667,364
806,1,0.81,639,384,677,476
806,2,0.71,638,282,668,365
807,1,0.82,637,385,677,480
807,2,0.71,640,284,669,364
808,1,0.81,636,386,677,483
808,2,0.65,641,287,671,366
809,1,0.71,637,386,676,482
809,2,0.62,643,286,672,373
810,1,0.77,637,386,676,476
810,2,0.66,645,285,674,373
811,1,0.77,637,387,676,475
811,2,0.73,648,286,675,370
812,1,0.8,636,389,675,482
812,2,0.75,649,288,677,370
813,1,0.82,636,391,674,487
813,2,0.73,651,291,680,373
814,1,0.8,635,392,673,493
814,2,0.68,652,291,682,375
815,1,0.81,635,393,672,501
815,2,0.74,653,292,684,381
816,1,0.76,634,394,671,505
816,2,0.67,653,291,686,385
817,1,0.8,633,395,669,503
817,2,0.8,653,292,687,380
818,1,0.84,631,398,667,497
818,2,0.79,654,295,686,379
819,1,0.86,630,400,666,495
819,2,0.79,657,297,687,382
820,1,0.83,629,401,666,496
820,2,0.78,659,297,687,384
821,1,0.79,628,401,665,498
821,2,0.76,659,299,689,386
822,1,0.83,629,400,665,502
822,2,0.75,658,300,693,389
823,1,0.84,627,400,665,505
823,2,0.76,660,302,696,387
824,1,0.84,627,399,667,497
824,2,0.69,662,301,698,388
825,1,0.84,627,401,668,500
825,2,0.57,668,301,699,364
826,1,0.79,627,402,667,503
826,2,0.44,669,300,700,373
827,1,0.78,627,400,666,508
827,2,0.76,670,299,701,376
828,1,0.71,627,399,666,498
828,2,0.78,670,299,701,378
829,1,0.76,627,399,665,494
829,2,0.79,671,300,700,377
830,1,0.75,626,398,664,502
830,2,0.55,672,300,700,379
831,1,0.83,624,399,663,502
831,2,0.66,671,298,701,385
832,1,0.83,623,399,662,504
832,2,0.64,670,298,702,385
833,1,0.8,623,398,660,501
833,2,0.58,671,297,703,385
834,1,0.78,623,397,657,504
834,2,0.7,674,296,705,382
835,1,0.72,623,395,655,508
835,2,0.33,675,295,705,384
836,1,0.66,623,395,654,500
836,2,0.64,674,292,705,384
837,1,0.77,623,396,654,492
837,2,0.74,675,290,706,385
838,1,0.83,623,397,656,490
838,2,0.72,675,290,705,379
839,1,0.8,621,398,658,495
839,2,0.74,675,290,705,377
840,1,0.77,620,397,660,497
840,2,0.68,675,290,704,377
841,1,0.79,618,395,660,502
841,2,0.6,674,288,703,378
842,1,0.76,618,393,659,502
842,2,0.67,675,288,704,374
843,1,0.81,618,393,657,497
843,2,0.51,674,288,704,371
844,1,0.83,617,394,655,495
844,2,0.59,672,289,705,372
845,1,0.79,616,395,653,496
845,2,0.59,672,287,706,373
846,1,0.81,616,396,653,502
846,2,0.68,673,286,707,376
847,1,0.77,615,395,652,509
847,2,0.65,672,283,707,375
848,1,0.72,613,394,653,510
848,2,0.62,673,283,705,368
849,1,0.74,616,395,654,504
849,2,0.72,672,283,704,367
850,1,0.73,617,397,657,500
850,2,0.67,671,285,702,367
851,1,0.8,618,397,657,502
851,2,0.51,671,286,702,368
852,1,0.72,618,398,656,495
852,2,0.44,673,285,702,367
853,1,0.51,619,397,656,478
854,1,0.76,618,398,655,472
854,2,0.51,673,284,702,365
855,1,0.68,618,399,655,472
855,2,0.62,673,282,703,366
856,1,0.78,617,401,654,486
856,2,0.71,674,281,704,366
857,1,0.79,616,402,654,495
857,2,0.44,673,281,703,371
858,1,0.74,618,400,654,500
858,2,0.6,672,279,703,368
859,1,0.67,619,400,655,501
859,2,0.65,669,278,701,370
860,1,0.7,619,400,662,504
860,2,0.45,668,278,701,370
861,1,0.82,619,402,666,508
861,2,0.51,667,280,699,373
862,1,0.79,620,404,668,515
862,2,0.48,666,283,698,352
863,1,0.81,621,406,664,521
863,2,0.6,666,286,699,371
864,1,0.78,621,406,662,524
864,2,0.49,667,288,699,350
865,1,0.58,620,406,662,529
865,2,0.37,668,291,699,344
866,1,0.74,620,406,660,526
866,2,0.56,667,294,699,344
867,1,0.78,618,409,659,524
867,2,0.44,663,293,700,349
868,1,0.81,617,412,661,519
868,2,0.37,660,293,701,350
869,1,0.75,617,415,660,528
869,2,0.45,659,293,701,359
870,1,0.74,615,415,659,536
870,2,0.59,657,295,701,364
871,1,0.67,617,412,657,532
871,2,0.38,658,296,701,372
872,1,0.78,618,412,656,528
872,2,0.48,662,296,702,381
873,1,0.76,618,414,656,526
874,1,0.78,618,416,660,527
